uid,period,period_group,source,subterm,matched_text,context,label,pattern_class,label_v2,label_final
linkedin_li-4397288381,2026-04,2026,scraped,gemini,gemini,"ystems. more we have seen an from ai-generated on cloud that are using first-party products such as gemini, ai firebase, and by the ai-assisted developer ecosystem. our team is platform features to help the",true_positive,strict,true_positive,true_positive
linkedin_li-4382135084,2026-03,2026,scraped,gemini,gemini," hands-on experience with genai technologies, including working with llms (e.g., openai, anthropic, gemini, etc.) * strong of engineering and experience in tuning, retrieval-augmented (rag), or fine-tuning ",true_positive,strict,true_positive,true_positive
linkedin_li-4390600803,2026-03,2026,scraped,gemini,gemini,"rchitectures, cross‑domain * system design & in python/java on ocp/kubernetes * ai/llm solutioning (gemini, gpt, rag, prompting, frameworks) * frameworks (langchain, aidk/vertex ai * security & by design (s",true_positive,strict,true_positive,true_positive
asaniczka_88768f4605a29c5e,2024-01,2024,kaggle_asaniczka,codex,codex,"thon for the backend, with terraform on gcp. we're excited about creatively leveraging llms (gpt-3, codex) in the spreadsheet to build copilot-like functionality in a autofill, to formulas & sql, copilot f",true_positive,strict,true_positive,true_positive
linkedin_li-4389319401,2026-03,2026,scraped,codex,codex,"p/llm and * familiarity with rf (e.g. oscilloscope, software * familiarity with with such as openai codex * ci/cd experience * best in web application * experience with kubernetes or * to cloud such as aws",true_positive,strict,true_positive,true_positive
linkedin_li-4393006287,2026-04,2026,scraped,codex,codex," feature engineering * have experience with **cloud (gcp / aws) and * use tools (e.g., claude code, codex) as part of your * have a strong of fundamentals modalities | * a bachelor's degree in engineering,",true_positive,strict,true_positive,true_positive
linkedin_li-4400229040,2026-04,2026,scraped,codex,codex,"ngineering process. our team already with ai and ai-driven daily. cursor, claude code, copilot, and codex are kit. we’re not for someone to introduce ai to the team — we need someone who’s already further ",true_positive,strict,true_positive,true_positive
linkedin_li-4394735010,2026-04,2026,scraped,codex,codex,"concepts. * familiarity with data workflows and ai tools (e.g., git, notebooks, databricks, cursor, codex etc.). * 3+ year’s experience and maintaining dashboards using tools like tableau, bi, or similar. ",true_positive,strict,true_positive,true_positive
linkedin_li-4394734470,2026-04,2026,scraped,codex,codex,"regulated where auditability and bias mitigation are critical. * experience ai such as claude code, codex, cursor to workflows.",true_positive,strict,true_positive,true_positive
linkedin_li-4398566817,2026-04,2026,scraped,codex,codex,"systems to end‑to‑end and support. (llm) enablement** * build and test agent workflows using openai codex, anthropic claude (claude code) and other models. * engineering, tool‑calling, and for and use case",true_positive,strict,true_positive,true_positive
linkedin_li-4398749082,2026-04,2026,scraped,codex,codex," and cto-level leaders. * experience with ai developer tools (e.g., claude, github copilot, cursor, codex, including evaluating and on developer workflows and with examples of using ai in day-to-day work. ",true_positive,strict,true_positive,true_positive
linkedin_li-4401063636,2026-04,2026,scraped,codex,codex,". * build and orchestrate and tools to systems and workflows. * use effectively (e.g., claude code, codex/github copilot-style tools, gemini to while maintaining quality. **cross-functional & ai** * partne",true_positive,strict,true_positive,true_positive
linkedin_li-4388903220,2026-03,2026,scraped,codex,codex,"ty with nginx configuration and tuning. * experience with ai-assisted workflows (e.g., claude code, codex, cursor, or similar tools) and an of how to use them compromising code quality or security. skills:",true_positive,strict,true_positive,true_positive
linkedin_li-4395482161,2026-04,2026,scraped,codex,codex,"ience with aws, terraform, ci/cd * of auth/authz and security * familiarity with ai tools (copilot, codex, quadcore, opencode, etc.)",true_positive,strict,true_positive,true_positive
linkedin_li-3801741607,2026-03,2026,scraped,codex,codex," systems * use tools like dbt or to create maintainable workflows * ai tools (copilot, claude code, codex) to while ensuring quality and correctness * best in software design: testable, and maintainable co",true_positive,strict,true_positive,true_positive
linkedin_li-4304375637,2026-04,2026,scraped,codex,codex,"e e-commerce systems is a plus. * in is preferred. * to have: | + experience using cursor, copilot, codex, or similar ai for debugging, and refactoring + familiarity with llm-powered tools for documentatio",true_positive,strict,true_positive,true_positive
linkedin_li-4372790774,2026-03,2026,scraped,codex,codex," ai tools to work and deliver results. ideally, you are comfortable using tools like claude code or codex. to haves** | * you're with the technologies we on: kotlin, compose, coroutines, and to occasionall",true_positive,strict,true_positive,true_positive
linkedin_li-4396351844,2026-04,2026,scraped,codex,codex,"ameworks such as langgraph, autogen, or others. * must be a user of tools like claude code, cursor, codex. * deep of working on asynchronous and system architectures for and asynchronous agents. familiarit",true_positive,strict,true_positive,true_positive
linkedin_li-4380967475,2026-03,2026,scraped,codex,codex,"tworthiness. * deploy and operate ai systems in using devops (containerization, ci/cd). * ai (e.g., codex, gemini claude code) as multipliers for software design, and documentation. * contribute to enginee",true_positive,strict,true_positive,true_positive
linkedin_li-4395702539,2026-04,2026,scraped,codex,codex," releases a with a backlog that's groomed and prioritized. we use linear and ai tools (e.g. claude, codex, cursor) as tools, not novelties. (adrs, huddles) allow us to be and co-ordinated sacrificing quali",true_positive,strict,true_positive,true_positive
linkedin_li-4393570626,2026-04,2026,scraped,codex,codex,"valent). * demonstrated proficiency with ai and experience working with tools (e.g., cursor, openai codex, claude code, anti-gravity) to workflows. * excellent problem-solving, and skills. * ability to wor",true_positive,strict,true_positive,true_positive
linkedin_li-4388333940,2026-04,2026,scraped,codex,codex,"elivery-oriented: you will ship and services that real-time and llm applications using claude-, gpt/codex-, and gemini-class and more implemented with strong governance, observability, and cost/performance",true_positive,strict,true_positive,true_positive
linkedin_li-4387968445,2026-03,2026,scraped,codex,codex,"nly) and motivated to operate as a strong ic. * ai-native developer: user of ai tools (claude code, codex, cursor, etc.) with clear workflows that sacrificing quality. **our stack** * **backend: node.js, t",true_positive,strict,true_positive,true_positive
linkedin_li-4389183815,2026-03,2026,scraped,codex,codex," deliver outcomes. / nice-to-have** * familiarity with ai-assisted tools (e.g., claude code, openai codex, github copilot) for tasks such as refactoring, test debugging, and documentation. * experience wit",true_positive,strict,true_positive,true_positive
linkedin_li-4393034994,2026-04,2026,scraped,codex,codex,"qualifications** * 4+ years of experience in test (web and api). * ai experience or cannot be work (codex, claude code, copilot, chatgpt) * experience with ai prompting * hands-on experience with playwrigh",true_positive,strict,true_positive,true_positive
linkedin_li-4394997871,2026-04,2026,scraped,codex,codex,"tworthiness. * deploy and operate ai systems in using devops (containerization, ci/cd). * ai (e.g., codex, gemini claude code) as multipliers for software design, and documentation. * contribute to enginee",true_positive,strict,true_positive,true_positive
linkedin_li-4389490023,2026-03,2026,scraped,codex,codex,"r aws) + containerization and (docker, kubernetes) and ci/cd. * working with like windsurf, cursor, codex, etc. * proven track of: | + architecting and ai systems to at scale + multi-engineer and + data-dr",true_positive,strict,true_positive,true_positive
linkedin_li-4385778604,2026-04,2026,scraped,codex,codex,"ctions, workflows, and knowledge and experience** * use of ai tools such as claude code, cursor, or codex to improve quality, and team * tailwind css experience (our system) * experience with platforms, es",true_positive,strict,true_positive,true_positive
linkedin_li-4384287353,2026-04,2026,scraped,codex,codex,"nies standups, estimations, retrospectives). **ai‑driven engineering responsibilities** * ai (e.g., codex, claude code, github copilot) to and code quality. * use ai to suggest refactoring and user and bac",true_positive,strict,true_positive,true_positive
asaniczka_d8bc82e00c5b1697,2024-01,2024,kaggle_asaniczka,mcp,mcp,e with such as etc. would be a experience of mobile web applications and ui design would be a plus. mcp in c# and .net framework would be but is not mandatory. good and experience with customer bachelor',ambiguous,strict,ambiguous,false_positive
arshkon_3905305299,2024-04,2024,kaggle_arshkon,mcp,mcp,"a to our team success. 2 to 5 years’ experience in technology or environment.preferred it ex. ccna, mcp, a+/network+, aws architect – or are also a plus.basic experience with linux, windows os, aws ec2 a",ambiguous,strict,false_positive,false_positive
asaniczka_83ea8374ee67c2c3,2024-01,2024,kaggle_asaniczka,mcp,mcp,manages and to the and of hydro-mechanical systems for mcps. (mcp is duties: | prioritizes tasks and assigns team to engineering projects to that the team’s are used,ambiguous,strict,false_positive,false_positive
asaniczka_29755eb9bb0a1355,2024-01,2024,kaggle_asaniczka,mcp,mcp,"nd tools (splunk, netflow, nagios, cacti, prtg, rancid, etc.). network and with tools like roa, and mcp+ knowledge of network routing and systems mrv, knowledge of working with network systems and data o",ambiguous,strict,ambiguous,false_positive
asaniczka_5a01316f45a10a05,2024-01,2024,kaggle_asaniczka,mcp,mcp,"5% of the time | dodi 8570.01-m iam ii or such as: cissp, security+, etc. vendor platform including mcp/mcsa/mcse; ccna/ccnp; vca/vcp; rhsa, etc. applicants for this position may be to obtain or of flu o",ambiguous,strict,false_positive,false_positive
arshkon_3900940815,2024-04,2024,kaggle_arshkon,mcp,mcp," at 2 or more of the following o cloud (sfmc/mce) / cloud o data cloud for o cloud personalization (mcp) / o cloud / datorama - in integrating cloud with other applications such as aws, snowflake, and pe",ambiguous,strict,ambiguous,false_positive
asaniczka_0c59dae094e1b3b9,2024-01,2024,kaggle_asaniczka,mcp,mcp,"ms (san/nas). desired qualifications | any of the following it are also desirable for this position mcp, a+ / network+ / security+, aws, azure itil (v3 or | does not require covid-19 vaccinations or boos",ambiguous,strict,false_positive,false_positive
asaniczka_008ff4e212c6899d,2024-01,2024,kaggle_asaniczka,mcp,mcp,ng web application with azure ad and azure b2c is a plus. work with code repositories is preferred. mcp in c# and .net framework would be but is not mandatory. should be proficiency in the software metho,ambiguous,strict,ambiguous,false_positive
asaniczka_323a21719f553d82,2024-01,2024,kaggle_asaniczka,mcp,mcp,"and to problems. qualifications: | bachelor's degree experience may be considered in lieu of degree mcp, preferred. experience with the following technologies will be windows 10/2019, office 2016-2019 an",ambiguous,strict,ambiguous,false_positive
asaniczka_8b65f05d4ffc0f76,2024-01,2024,kaggle_asaniczka,mcp,mcp,"d to up-to-date with and technologies in the industry. knowledge, skills, and abilities it such as: mcp, mcsa, or mcse, ccea or ccia, sonicwall cssa, ccpa, ccna, or vcp. interpersonal skills: such as tel",ambiguous,strict,false_positive,false_positive
asaniczka_b662be3a1bec7f7e,2024-01,2024,kaggle_asaniczka,mcp,mcp,"d to up-to-date with and technologies in the industry. knowledge, skills, and abilities it such as: mcp, mcsa, or mcse, ccea or ccia, sonicwall cssa, ccpa, ccna, or vcp. interpersonal skills: such as tel",ambiguous,strict,false_positive,false_positive
asaniczka_f2422eb7133097a6,2024-01,2024,kaggle_asaniczka,mcp,mcp,"ctjs, and/or angular 7/10+. experience working with sql data definitions, ssis and objects. mcsd or mcp or mcse or mcitp: web applications is preferred. experience with studio.net, sql services, and team",ambiguous,strict,false_positive,false_positive
arshkon_3887577224,2024-04,2024,kaggle_arshkon,mcp,mcp,". additional skills + to haves of security experience with cloud platforms, azure | systems such as mcp, mcsa, mcse, mcitp are that's the of partnership.",ambiguous,strict,false_positive,false_positive
asaniczka_24829a1936e7df03,2024-01,2024,kaggle_asaniczka,mcp,mcp, a to technology minimum of 3 years of experience with a service of the following or a more recent (mcp) (mcsa) systems engineer (mcse) responsibilities - and be involved in the process. duties include d,ambiguous,strict,false_positive,false_positive
asaniczka_cbd81b145315b672,2024-01,2024,kaggle_asaniczka,mcp,mcp,"engineering and design/readiness such as preliminary design review design review review (mrr), and (mcp). review and assess software/firmware documentation and presentations in of missiles. education/exp",ambiguous,strict,ambiguous,false_positive
asaniczka_882799a775b81539,2024-01,2024,kaggle_asaniczka,mcp,mcp," a team. excellent skills | ability to to issues. of tools, and technology used to it solutions. it mcp, mcsa, or mcse, ccna, or vcp, cct/ccnp, hpe/aruba, ruckus. for work, service time, and expenses in ",ambiguous,strict,false_positive,false_positive
asaniczka_9a1ebcf7ce03de86,2024-01,2024,kaggle_asaniczka,mcp,mcp,"d to up-to-date with and technologies in the industry. knowledge, skills, and abilities it such as: mcp, mcsa, or mcse, ccea or ccia, sonicwall cssa, ccpa, ccna, or vcp. interpersonal skills: such as tel",ambiguous,strict,false_positive,false_positive
asaniczka_255964d6ee65ef22,2024-01,2024,kaggle_asaniczka,mcp,mcp,"lls. | bs or ba degree in technology, or experience. and/or services experience. any recognized it (mcp, mcse, vcp, etc.). experience with azure/aws/google cloud and/or cloud migration. experience with w",ambiguous,strict,false_positive,false_positive
asaniczka_0d8bfca336ec94e9,2024-01,2024,kaggle_asaniczka,mcp,mcp,"on-call rotations. & work experience | a bachelor's degree in technology, or is desired. like mcse, mcp, or other technology azure, aws, ms exchange). 8-10 years of experience in an setting, on-prem, and",ambiguous,strict,false_positive,false_positive
linkedin_li-4389296427,2026-03,2026,scraped,mcp,mcp,"flink, * experience with aws data services redshift, s3, or * familiarity with ai technologies (fm, mcp quicksuite) * experience with data governance frameworks (including data quality, and cataloging) *",ambiguous,strict,ambiguous,true_positive
linkedin_li-4355300320,2026-03,2026,scraped,mcp,mcp,for an senior ai engineer to be an the and systems of our that will our product. **stack & | our ml/mcp stack and approach. **requirements:** | * 5+ years of hands-on ml experience * proven expertise wit,ambiguous,strict,true_positive,true_positive
linkedin_li-4388670462,2026-03,2026,scraped,mcp,mcp,"nd ai system design with business and goals. **requirements** deep expertise in llms, rag, systems, mcp, databases, cloud platforms (aws/azure/gcp), and data engineering, with strong skills in python, ai",ambiguous,strict,true_positive,true_positive
linkedin_li-4394238477,2026-04,2026,scraped,mcp,mcp,"ow * experience or integrating ai frameworks to automate workflows, or data * familiarity with the (mcp) to standardized between ai and databases, or toolsets * the opportunity to work alongside a team i",ambiguous,strict,ambiguous,true_positive
linkedin_li-4386127946,2026-03,2026,scraped,mcp,mcp,"mantic autogen, or implementing outputs, tool-calling, and state management. * design and implement mcp- and/or rag-based as first-class for how tools, data, and context. * security, consent, and observa",true_positive,strict,true_positive,true_positive
linkedin_li-4388573264,2026-03,2026,scraped,mcp,mcp,"i azure openai, - of fundamentals: supervised vs. unsupervised nlp. - familiarity with genai tools: mcp hugging openai and diffusion (for generation). - ability to work the with code, and documentation. ",ambiguous,strict,true_positive,true_positive
linkedin_li-4400039402,2026-04,2026,scraped,mcp,mcp,"neering, engineering, and for llm applications * work with chunking and implementations * implement mcp for ai and tool * optimize semantic caching, and retrieval * use frameworks such as langchain, llam",true_positive,strict,true_positive,true_positive
linkedin_li-4388296274,2026-03,2026,scraped,mcp,mcp," bachelor's degree if you have:** | * experience with generative and ai technologies, such as llms, mcp, langchain, or langgraph * experience with supervised or unsupervised * ability to develop and main",ambiguous,strict,true_positive,true_positive
linkedin_li-4393032841,2026-04,2026,scraped,mcp,mcp,r. sre expertise in of the platform azure or cloud platform)** **adding skills and tools to agentic/mcp with python** **skills:** | **openshift platform; python openshift systems engineer and ai develope,ambiguous,strict,true_positive,true_positive
linkedin_li-4391953038,2026-03,2026,scraped,mcp,mcp,", or adk * strong skills in python/c#/javascript * of llms, engineering, rag, and * experience with mcp, api and cloud-native (azure/aws a2a",ambiguous,strict,true_positive,true_positive
linkedin_li-4397639100,2026-04,2026,scraped,mcp,mcp,"evelop robust async architectures to tool use, and long-running workflows environments. * llms with mcp servers, databases, and observability systems for agent behavior. * and maintainability through rig",true_positive,strict,ambiguous,true_positive
linkedin_li-4388985811,2026-03,2026,scraped,mcp,mcp,ain / llamaindex | o agent frameworks (openai adk multi-tool function-calling o or integrating with mcp servers o implementing retrieval augmented (rag) workflows and engineering best practices. skills**,true_positive,strict,true_positive,true_positive
linkedin_li-4353646470,2026-03,2026,scraped,mcp,mcp,"* python full stack with ai (hybrid in ga)- co-pilot, mcp, agent specialization | * openai, genai, llm, co-pilot, mcp, agent ai, multiagent python full stack",true_positive,strict,true_positive,true_positive
linkedin_li-4392139756,2026-03,2026,scraped,mcp,mcp, experience with aws and cloud-native architectures * experience using and/or * hands-on experience mcp servers * experience delivering end-to-end with aws agentcore * experience integrating aws with bac,ambiguous,strict,ambiguous,true_positive
linkedin_li-4400629701,2026-04,2026,scraped,mcp,mcp,"g and packet ‑ debugging using tcpdump, wireshark, , and tracing tools * experience or integrating (mcp) servers for retrieval, log querying, and ai ‑ * experience llms/ai tools (e.g., claude) to for tro",ambiguous,strict,true_positive,true_positive
linkedin_li-4393890551,2026-04,2026,scraped,mcp,mcp," **location: pa (3 on-site must 40 of pa** **duration: 12+ for c2c/w2/ h1 responsibilities** * ai & mcp implement frameworks (e.g., langgraph, autogen) and (mcp) for tool orchestration. * generative ai b",true_positive,strict,true_positive,true_positive
linkedin_li-4400215162,2026-04,2026,scraped,mcp,mcp,", and and mobile applications using kotlin multiplatform windows and android * develop and maintain mcp servers using protocols (sse and streamable http) to ai agent workflows the * implement and maintai",true_positive,strict,ambiguous,true_positive
linkedin_li-4363908388,2026-03,2026,scraped,mcp,mcp,"e harnesses sets, regression error and on risk/safety reviews. * to openai agentkit/chatkit and sdk/mcp is a plus.",ambiguous,strict,true_positive,true_positive
linkedin_li-4388649669,2026-03,2026,scraped,mcp,mcp," high-performance, and systems. - on the of ai research, evaluating and adopting technologies like (mcp) and the open-source llms to maintain a advantage. **what you'll need** - 6+ years of software engi",ambiguous,strict,ambiguous,true_positive
linkedin_li-4400989143,2026-04,2026,scraped,mcp,mcp,"re engineer to build and a cutting-edge platform to workflows. in this role, you will data and with mcp tools to system interoperability. you will collaborate closely with to translate into effective sol",ambiguous,strict,ambiguous,true_positive
linkedin_li-4393006727,2026-04,2026,scraped,mcp,mcp,or resumes: | sr. sre expertise in of the platform azure or gcp) adding skills and tools to agentic/mcp with python skills: | openshift platform; python dopenshift systems engineer and ai developer opens,ambiguous,strict,true_positive,true_positive
linkedin_li-4396356568,2026-04,2026,scraped,mcp,mcp,"lications with llms (openai, azure openai, anthropic, ai). * develop ai-driven workflows using: | * mcp * ai frameworks ai, autogen, agentops) * langchain * work with embeddings, and retrieval pipelines.",true_positive,strict,true_positive,true_positive
linkedin_li-4379266504,2026-03,2026,scraped,mcp,mcp,cripts * x86 * experience + junit + pytest * familiarity with llm and + langchain + langchain4j + + mcp servers * familiarity with grpc or other protocols. * experience in an agile team | bachelors of in,true_positive,strict,true_positive,true_positive
linkedin_li-4392811144,2026-04,2026,scraped,mcp,mcp,"llms and knowledge of ai governance, and * 4 years of experience in implementing and extending the (mcp) to llms with standardized to and remote data and implementing ai guardrails, filtering, and * 4 ye",ambiguous,strict,true_positive,true_positive
linkedin_li-4326701472,2026-03,2026,scraped,mcp,mcp,"eam owns the platform experience end‑to‑end: and for rest sdks and client libraries, agent sdks and mcp servers, such as code and and the and that make it to build on glean. in a this means working layer",true_positive,strict,ambiguous,true_positive
arshkon_3905382527,2024-04,2024,kaggle_arshkon,llamaindex,llamaindex,"g with and fine-tuning modelsexperience applications with llms, using frameworks such as langchain, llamaindex, etc.",true_positive,strict,true_positive,true_positive
asaniczka_ace220282fcae41a,2024-01,2024,kaggle_asaniczka,llamaindex,llamaindex,"ffs latency, and of experience with llm-enabled software including frameworks such as langchain and llamaindex, retrieval like databases, caching such as redis, and tools familiarity with to maintain deployment",true_positive,strict,true_positive,true_positive
linkedin_li-4385465498,2026-04,2026,scraped,llamaindex,llamaindex,"vices, and azure openai. * familiarity with rag architectures and tools like langchain, semantic or llamaindex. * and workload optimization. * knowledge of data and using azure data or similar tools. * of mlops",true_positive,strict,true_positive,true_positive
linkedin_li-4391861751,2026-03,2026,scraped,llamaindex,llamaindex,"wered features using rag, databases (e.g., pgvector, pinecone), or llm frameworks (e.g., langchain, llamaindex). * familiarity with (mcp) and tool-use design for llm-integrated applications. * experience with a",true_positive,strict,true_positive,true_positive
linkedin_li-4378600744,2026-04,2026,scraped,llamaindex,llamaindex,"xperience with llms (api engineering, fine-tuning), and frameworks (pytorch, huggingface, langchain/llamaindex, or similar) * have ai deployments end-to-end from scoping through and improved them through design",true_positive,strict,true_positive,true_positive
linkedin_li-4380239058,2026-03,2026,scraped,llamaindex,llamaindex,"retrieval quality and for agents. * to llm-driven workflows, templating, or tools (e.g., langchain, llamaindex, crewai) is but not required. * of data governance, including quality, and lineage—especially in th",true_positive,strict,true_positive,true_positive
linkedin_li-4397272480,2026-04,2026,scraped,llamaindex,llamaindex,"nts, and security requirements * experience implementing and * experience with **langchain** or | **llamaindex** * to **rust, go, or c++** for high-performance services | * familiarity with **docker** and | **k",true_positive,strict,true_positive,true_positive
linkedin_li-4392113722,2026-03,2026,scraped,llamaindex,llamaindex,"d graduation 12 or currently in a year). * **tools:** | to llm frameworks (langchain, langgraph, or llamaindex) is a plus. * experience with tasks on real-world, ""messy"" data. * familiarity with git, ci/cd work",true_positive,strict,true_positive,true_positive
linkedin_li-4379166045,2026-03,2026,scraped,llamaindex,llamaindex,"hain, langgraph, langfuse, or equivalent. * rag-based experience, including data frameworks such as llamaindex, databases such as pinecone, or equivalent. * to llm such as openai, gemini, and anthropic. * ml ex",true_positive,strict,true_positive,true_positive
linkedin_li-4396311205,2026-04,2026,scraped,llamaindex,llamaindex,"s, and security requirements * experience implementing and to have** * experience with langchain or llamaindex * to rust, go, or c++ for high-performance services * familiarity with docker and kubernetes for on",true_positive,strict,true_positive,true_positive
linkedin_li-4397625107,2026-04,2026,scraped,llamaindex,llamaindex,"deployments, and security requirements * experience implementing and * experience with langchain or llamaindex * to rust, go, or c++ for high-performance services * familiarity with docker and kubernetes for on",true_positive,strict,true_positive,true_positive
linkedin_li-4390679146,2026-03,2026,scraped,llamaindex,llamaindex,"requirements into designs. * ai/llm by implementing rag workflows, and frameworks like langchain or llamaindex. qualifications** * bachelor’s or master’s degree in data engineering, systems, or a field. * 6–8 y",true_positive,strict,true_positive,true_positive
linkedin_li-4390545239,2026-03,2026,scraped,llamaindex,llamaindex,"ce with generative ai including engineering prompting rag and llm fine-tuning and (e.g., langchain, llamaindex). + familiarity with cloud platforms (aws, azure, gcp) and their ml services. + good to have: exper",true_positive,strict,true_positive,true_positive
linkedin_li-4372813861,2026-03,2026,scraped,llamaindex,llamaindex,"hain, langgraph, langfuse, or equivalent. * rag-based experience, including data frameworks such as llamaindex, databases such as pinecone, or equivalent. * to llm such as openai, gemini, and anthropic. * ml ex",true_positive,strict,true_positive,true_positive
linkedin_li-4393977274,2026-04,2026,scraped,llamaindex,llamaindex,"s for retrieval and data problems. familiarity with multi-agent systems, tool and (e.g., langchain, llamaindex). * proven ability to develop end-to-end backend ai services with user-facing applications. **the o",true_positive,strict,true_positive,true_positive
linkedin_li-4393225296,2026-03,2026,scraped,llamaindex,llamaindex,"and controls. * build high-performance python microservices and ai using fastapi, flask, langchain, llamaindex, and mcp sdks. * engineer ai systems for high-scale retrieval, and multi-agent orchestration. * dep",true_positive,strict,true_positive,true_positive
linkedin_li-4388361424,2026-03,2026,scraped,llamaindex,llamaindex,"rience with using ai (e.g. openai, gemini) * familiarity with agent frameworks and (e.g. langgraph, llamaindex, react)",true_positive,strict,true_positive,true_positive
linkedin_li-4399244290,2026-04,2026,scraped,llamaindex,llamaindex,"on, spark, notebooks, and ml frameworks (e.g., scikit-learn, mlflow, tensorflow/pytorch, langchain, llamaindex at a conceptual level). skills** * at asking the questions to requirements, constraints, and busine",true_positive,strict,true_positive,true_positive
linkedin_li-4393478876,2026-04,2026,scraped,llamaindex,llamaindex,"rity with containerization and (docker, kubernetes) * experience with ai frameworks like langchain, llamaindex, autogen, or similar tools * of ci/cd and devops",true_positive,strict,true_positive,true_positive
linkedin_li-4394208869,2026-04,2026,scraped,llamaindex,llamaindex,"ence with ai-assisted tools. * familiarity with frameworks for ai applications or (e.g., langchain, llamaindex). * experience integrating ai services and into data apis. * devops/cicd experience (jenkins and gi",true_positive,strict,true_positive,true_positive
linkedin_li-4381901835,2026-03,2026,scraped,llamaindex,llamaindex,"including fine-tuning * experience gpu clusters * experience with langchain, langgraph, autogen, or llamaindex * experience with (mcp) for tool and a2a for agent-to-agent * experience in rag * knowledge of grap",true_positive,strict,true_positive,true_positive
linkedin_li-4390381860,2026-03,2026,scraped,llamaindex,llamaindex,"**python ai engineering** * build high python microservices and ai using fastapi, flask, langchain, llamaindex, and mcp sdks. * engineer ai systems for scale retrieval, and agent orchestration. **technologies *",true_positive,strict,true_positive,true_positive
linkedin_li-4388985811,2026-03,2026,scraped,llamaindex,llamaindex,:** o data o asynchronous o python | ** - experience with ai application including:** o langchain / llamaindex | o agent frameworks (openai adk multi-tool function-calling o or integrating with mcp servers o im,true_positive,strict,true_positive,true_positive
linkedin_li-4374638683,2026-04,2026,scraped,llamaindex,llamaindex,"ical stakeholders and in environments. * you have working knowledge of ai/ml frameworks (langchain, llamaindex, autogen, etc.) and understand how ai can data engineering workflows through data and self-healing ",true_positive,strict,true_positive,true_positive
linkedin_li-4310268224,2026-03,2026,scraped,llamaindex,llamaindex,"ive ai and architectures. * proficiency in python and familiarity with genai frameworks (langchain, llamaindex, transformers). * experience with cloud platforms (aws, and ai services (aws ai services, azure ope",true_positive,strict,true_positive,true_positive
linkedin_li-4391625624,2026-03,2026,scraped,llamaindex,llamaindex,"ices * experience with (rest/grpc), kafka * docker, kubernetes, ci/cd * familiarity with langchain, llamaindex, or similar frameworks",true_positive,strict,true_positive,true_positive
linkedin_li-4398013977,2026-04,2026,scraped,llamaindex,llamaindex,"ive ai technologies (llms, engineering, rag, databases) * familiarity with tools such as langchain, llamaindex, or similar frameworks * experience with kubernetes-based platform migrations or modernization * to",true_positive,strict,true_positive,true_positive
asaniczka_e3653338274c7f1b,2024-01,2024,kaggle_asaniczka,langchain,langchain,generative ai developer duration: | 6 - - generative ai developer - semantic - langchain,true_positive,strict,true_positive,true_positive
asaniczka_df1d353c05891d9c,2024-01,2024,kaggle_asaniczka,langchain,langchain,"position: generative ai contract- 12 skills: | - strong python skills | including libraries like langchain, langindex, pytorch, sagemaker psycopg2 - experience with docker and aws - strong aws experience wi",true_positive,strict,true_positive,true_positive
arshkon_3904061915,2024-04,2024,kaggle_arshkon,langchain,langchain,"tion and technologies (docker, kubernetes) for ml deployments. experience with tensorflow, pytorch, langchain, numpy, pandas, polars, and related. excellent and skills. degree (or in engineering, or discipline",true_positive,strict,true_positive,true_positive
asaniczka_ef5dd9d7b0708eaa,2024-01,2024,kaggle_asaniczka,langchain,langchain,ience with devops (currently using aws) fine tuning experience | experience with ai libraries (e.g. langchain) or data libraries (e.g. pandas) adaptable to in product | to technologies and in generative ai a p,true_positive,strict,true_positive,true_positive
arshkon_3905382527,2024-04,2024,kaggle_arshkon,langchain,langchain,"ence working with and fine-tuning modelsexperience applications with llms, using frameworks such as langchain, llamaindex, etc.",true_positive,strict,true_positive,true_positive
asaniczka_ace220282fcae41a,2024-01,2024,kaggle_asaniczka,langchain,langchain,"rity of tradeoffs latency, and of experience with llm-enabled software including frameworks such as langchain and llamaindex, retrieval like databases, caching such as redis, and tools familiarity with to main",true_positive,strict,true_positive,true_positive
asaniczka_bedd9f62a84d3b18,2024-01,2024,kaggle_asaniczka,langchain,langchain,d the ability to critically and creatively. experience llms into | familiarity with frameworks like langchain knowledge of security best experience with software,true_positive,strict,true_positive,true_positive
asaniczka_44006fde8d27ca93,2024-01,2024,kaggle_asaniczka,langchain,langchain,"iliarity with generative ai technologies including use of genai (e.g. gpt-4, embeddings, databases, langchain, etc full stack experience and familiarity with the of end-to-end tools experience no-code platform",true_positive,strict,true_positive,true_positive
arshkon_3894616657,2024-04,2024,kaggle_arshkon,langchain,langchain,"helor's degree experience with systems in c, c++, or rustexperience with frameworks such as hugging langchain, autogpt, or agentgptexperience with gpu including cuda or rapidsexperience with cloud technologies",true_positive,strict,true_positive,true_positive
asaniczka_85f2137483cd6a72,2024-01,2024,kaggle_asaniczka,langchain,langchain,"t, and angular experience with azure and services, identity, and graph experience ai/ml using llms, langchain, notebooks, and python experience automating deployments with devops using yaml or terraform. desig",true_positive,strict,true_positive,true_positive
asaniczka_259f9b53dd21fad3,2024-01,2024,kaggle_asaniczka,langchain,langchain,"ng for fine tuning the aws and or aws certifications. strong python skills including libraries like langchain, langindex, pytorch, sagemaker, psycopg2. experience with docker and aws ecr. strong aws experience",true_positive,strict,true_positive,true_positive
